Mod:Item:MetaData, Localized Name
hbm:rod_tritium, Tritium Cell
hbm:rod_dual_tritium, Dual Tritium Cell
hbm:rod_quad_tritium, Quad Tritium Cell
hbm:rod_ac227, Actinium-227 Rod
hbm:rod_dual_ac227, Actinium-227 Dual Rod
hbm:rod_quad_ac227, Actinium-227 Quad Rod
hbm:rod_cobalt, Cobalt Rod
hbm:rod_dual_cobalt, Cobalt Dual Rod
hbm:rod_quad_cobalt, Cobalt Quad Rod
hbm:rod_co60, Cobalt-60 Rod
hbm:rod_dual_co60, Cobalt-60 Dual Rod
hbm:rod_quad_co60, Cobalt-60 Quad Rod
hbm:rod_ra226, Radium-226 Rod
hbm:rod_dual_ra226, Radium-226 Dual Rod
hbm:rod_quad_ra226, Radium-226 Quad Rod
hbm:rod_quad_euphemium, Burned Out Quad Schrabidium Rod
hbm:rod_euphemium, Euphemium Rod
hbm:rod_reiium, Reiium Rod
hbm:rod_weidanium, Weidanium Rod
hbm:rod_australium, Australium Rod
hbm:rod_verticium, Verticium Rod
hbm:rod_unobtainium, Unobtainium Rod
hbm:rod_daffergon, Daffergon Rod
hbm:pellet_rtg_depleted_bismuth, Depleted Bismuth-209 RTG Pellet
hbm:pellet_rtg_depleted_lead, Depleted Lead RTG Pellet
hbm:pellet_rtg_depleted_mercury, Depleted Mercury RTG Pellet
hbm:pellet_rtg_depleted_neptunium, Depleted Neptunium RTG Pellet
hbm:pellet_rtg_depleted_zirconium, Depleted Zirconium RTG Pellet
hbm:pellet_rtg_radium, Radium-226 RTG Pellet
hbm:pellet_rtg_weak, Uranium-238 RTG Pellet
hbm:pellet_rtg, Plutonium-238 RTG Pellet
hbm:pellet_rtg_strontium, Strontium-90 RTG Pellet
hbm:pellet_rtg_cobalt, Cobalt-60 RTG Pellet
hbm:pellet_rtg_actinium, Actinium-227 RTG Pellet
hbm:pellet_rtg_americium, Americium-241 RTG Pellet
hbm:pellet_rtg_polonium, Polonium-210 RTG Pellet
hbm:pellet_rtg_gold, Gold-198 RTG Pellet
hbm:pellet_rtg_lead, Lead-209 RTG Pellet
hbm:pellet_rtg_balefire, Balefire-XXX RTG Pellet
hbm:drillbit_steel, Steel Drillbit
hbm:drillbit_steel_diamond, Steel Drillbit (Diamond-Tipped)
hbm:drillbit_hss, High-Speed Steel Drillbit
hbm:drillbit_hss_diamond, High-Speed Steel Drillbit (Diamond-Tipped)
hbm:drillbit_desh, Desh Drillbit
hbm:drillbit_desh_diamond, Desh Drillbit (Diamond-Tipped)
hbm:drillbit_tcalloy, Technetium Steel Drillbit
hbm:drillbit_tcalloy_diamond, Technetium Steel Drillbit (Diamond-Tipped)
hbm:drillbit_ferro, Ferrouranium Drillbit
hbm:drillbit_ferro_diamond, Ferrouranium Drillbit (Diamond-Tipped)
hbm:drillbit_dnt, Dineutronium Drillbit
hbm:drillbit_dnt_diamond, Dineutronium Drillbit (Diamond-Tipped)
hbm:pellet_coal, Dense Coal Cluster
hbm:chlorine_pinwheel, Chlorine Pinwheel
hbm:ring_starmetal, §9Starmetal Ring§r
hbm:flywheel_beryllium, Beryllium Flywheel
hbm:component_limiter, Stabilizer Component
hbm:component_emitter, Emitter Component
hbm:biomass, Biomass
hbm:biomass_compressed, Compressed Biomass
hbm:ball_resin, Latex
hbm:cordite, Cordite
hbm:ballistite, Ballistite
hbm:ball_dynamite, Dynamite
hbm:ball_tnt, TNT
hbm:ball_fireclay, Fireclay
hbm:piston_pneumatic, Pneumatic Piston
hbm:piston_hydraulic, Hydraulic Piston
hbm:piston_electro, Electric Piston
hbm:neutron_reflector, Neutron Reflector
hbm:rtg_unit, RTG Unit
hbm:thermo_unit_empty, Thermic Distribution Unit
hbm:thermo_unit_endo, Coldness Distribution Unit
hbm:thermo_unit_exo, Heat Distribution Unit
hbm:levitation_unit, Gravity Manipulator
hbm:magnetron, Magnetron
hbm:pellet_buckshot, Lead Pellets
hbm:pellet_flechette, Flechettes
hbm:pellet_chlorophyte, Chlorophyte Rounds
hbm:pellet_mercury, Mercury Rounds
hbm:pellet_meteorite, Meteorite Rounds
hbm:pellet_canister, Canister Shot
hbm:pellet_claws, Sharp Metal Claws
hbm:pellet_charged, Ionized Particles
hbm:pellet_cluster, Explosive Pellets
hbm:pellet_gas, Poison Gas Cartridge
hbm:coal_infernal, Infernal Coal
hbm:cinnebar, Cinnabar
hbm:toothpicks, Toothpicks
hbm:ducttape, Duct Tape
hbm:catalyst_clay, Clay Catalyst
hbm:motor, Motor
hbm:motor_desh, Desh Motor
hbm:photo_panel, Photovoltaic Panel
hbm:sat_base, Satellite Base
hbm:thruster_nuclear, LV-N Nuclear Rocket Engine
hbm:blade_titanium, Titanium Blade
hbm:turbine_titanium, Titanium Steam Turbine
hbm:blade_tungsten, Tungsten Reinforced Blade
hbm:turbine_tungsten, Reinforced Turbofan Blades
hbm:bolt_tungsten, Tungsten Bolt
hbm:board_copper, Copper Panel
hbm:bolt_dura_steel, High-Speed Steel Bolt
hbm:pipes_steel, Steel Pipes
hbm:drill_titanium, Titanium Drill
hbm:bolt_compound, Reinforced Turbine Shaft
hbm:hazmat_cloth, Hazmat Cloth
hbm:hazmat_cloth_red, Advanced Hazmat Cloth
hbm:hazmat_cloth_grey, Lead-Reinforced Hazmat Cloth
hbm:asbestos_cloth, Fire Proximity Cloth
hbm:rag, Cloth
hbm:rag_damp, Damp Cloth
hbm:rag_piss, Piss-Soaked Rag
hbm:filter_coal, Activated Carbon Filter
hbm:magnet_dee, Dee Magnets
hbm:magnet_circular, Flat Magnet
hbm:cyclotron_tower, Cyclotron Tower
hbm:centrifuge_element, Centrifuge Element
hbm:centrifuge_tower, Centrifuge Tower
hbm:reactor_core, Breeding Reactor Core
hbm:oil_tar, Oil Tar
hbm:solid_fuel, Solid Fuel
hbm:solid_fuel_presto, Presto Log
hbm:solid_fuel_presto_triplet, Boosted Presto Logs
hbm:rocket_fuel, Solid Fuel (Rocket Propellant)
hbm:briquette_lignite, Lignite Briquette
hbm:coke, Coke
hbm:lignite, Lignite
hbm:rare_earth_chunk, Rare Earth Chunk
hbm:fragment_neodymium, Neodymium Fragment
hbm:fragment_cobalt, Cobalt Fragment
hbm:fragment_niobium, Niobium Fragment
hbm:fragment_cerium, Cerium Fragment
hbm:fragment_lanthanium, Lanthanium Fragment
hbm:fragment_actinium, Actinium Fragment
hbm:fragment_meteorite, Meteorite Fragment
hbm:fragment_boron, Boron Fragment
hbm:fragment_coltan, Coltan
hbm:demon_core_open, Suspended Demon Core
hbm:demon_core_closed, Closed Demon Core
hbm:bottle_opener, Hbm's Own Self-Made Bottle Opener
hbm:bottle_empty, Empty Bomb-Shaped Bottle
hbm:bottle_nuka, Bottle of Nuka Cola
hbm:bottle_cherry, Bottle of Nuka Cherry
hbm:bottle_quantum, Bottle of Nuka Cola Quantum
hbm:bottle_sparkle, Bottle of S~Cola
hbm:bottle_rad, Bottle of S~Cola RAD
hbm:bottle2_empty, Empty Bottle
hbm:bottle2_korl, Korl
hbm:bottle2_fritz, Fritz Cola
hbm:bottle2_korl_special, The First Korl
hbm:bottle2_fritz_special, The First Fritz Cola
hbm:bottle2_sunset, Sunset Sarsaparilla
hbm:chocolate_milk, Chocolate Milk
hbm:cap_nuka, Nuka Cola Bottle Cap
hbm:cap_quantum, Nuka Cola Quantum Bottle Cap
hbm:cap_sparkle, S~Cola Bottle Cap
hbm:cap_rad, S~Cola RAD Bottle Cap
hbm:cap_korl, Korl Bottle Cap
hbm:cap_fritz, Fritz Cola Bottle Cap
hbm:cap_sunset, Sunset Sarsaparilla Bottle Cap
hbm:cap_star, Sunset Sarsaparilla Star Cap
hbm:ring_pull, Ring Pull
hbm:bomb_waffle, Waffle of Mass Destruction
hbm:schnitzel_vegan, Vegan Schnitzel
hbm:cotton_candy, Radioactive Cotton Candy
hbm:apple_lead, Lead Apple
hbm:apple_lead1, Lead Apple
hbm:apple_lead2, Lead Apple
hbm:apple_schrabidium, Schrabidium Apple
hbm:apple_schrabidium1, Schrabidium Apple
hbm:apple_schrabidium2, Schrabidium Apple
hbm:tem_flakes, Tem Flakes
hbm:tem_flakes1, Tem Flakes
hbm:tem_flakes2, Tem Flakes
hbm:glowing_stew, Glowing Mushroom Stew
hbm:balefire_scrambled, Scrambled Balefire Egg
hbm:balefire_and_ham, Ham and Balefire Eggs
hbm:lemon, "Lemon"
hbm:definitelyfood, TotallyNotDirt-Brand MRE
hbm:med_ipecac, Ipecac Syrup
hbm:med_ptsd, PTSD Medication
hbm:med_schizophrenia, Schizophrenia Medication
hbm:loops, Lööps
hbm:loop_stew, IT Breakfast
hbm:fooditem, food item
hbm:twinkie, Twinkie
hbm:static_sandwich, Sandwich Garnished with TV Static
hbm:canteen_13, Vault 13 Canteen
hbm:canteen_vodka, Stylish Flask
hbm:canteen_fab, Fabulous Vodka
hbm:pancake, Pancake made from Scrap Metal, Nails and Gem Dust
hbm:nugget, Chicken Nugget
hbm:peas, Peas
hbm:marshmallow, Marshmallow on a Stick
hbm:marshmallow_roasted, Marshmallow on a Stick
hbm:spongebob_macaroni, Spongebob Macaroni
hbm:canned_beef, Canned Beef
hbm:canned_tuna, Canned Tuna
hbm:canned_mystery, Canned Mystery Meat
hbm:canned_pashtet, Паштет
hbm:canned_cheese, Canned Melted Cheese
hbm:canned_jizz, FlimFlam Industries Canned Stallion Milk™
hbm:canned_milk, Canned Evaporated Milk
hbm:canned_ass, Canned Ass
hbm:canned_pizza, Canned Pepperoni Pizza
hbm:canned_tube, Astronaut Food Tube
hbm:canned_tomato, Canned Tomato Soup
hbm:canned_asbestos, Canned Asbestos
hbm:canned_bhole, Canned Black Hole
hbm:canned_hotdogs, Canned Hotdogs
hbm:canned_leftovers, Leftover Conserve
hbm:canned_yogurt, Canned Yogurt
hbm:canned_stew, Canned "Mushroom Stew"
hbm:canned_chinese, Canned Chinese Food
hbm:canned_oil, Canned Engine Oil
hbm:canned_fist, Canned Fist
hbm:canned_spam, Canned Spam
hbm:canned_fried, Canned Fried Chicken
hbm:canned_napalm, Canned Napalm
hbm:canned_diesel, Canned Diesel
hbm:canned_kerosene, Canned Kerosene
hbm:canned_recursion, Canned Recursion
hbm:canned_bark, Canned Pine Bark Jerky
hbm:can_key, Winding Key
hbm:coin_maskman, Maskman Coin
hbm:coin_creeper, Nuclear Creeper Coin
hbm:coin_radiation, Radiation Coin
hbm:coin_worm, Balls-O-Tron Coin
hbm:coin_ufo, UFO Coin
hbm:coin_siege:0, Siege Coin
hbm:coin_siege:1, Siege Coin
hbm:coin_siege:2, Siege Coin
hbm:coin_siege:3, Siege Coin
hbm:coin_siege:4, Siege Coin
hbm:coin_siege:5, Siege Coin
hbm:coin_siege:6, Siege Coin
hbm:coin_siege:7, Siege Coin
hbm:coin_siege:8, Siege Coin
hbm:pudding, Pudding
hbm:can_empty, Empty Can
hbm:can_smart, 'Smart' Energy Drink
hbm:can_creature, 'Creature' Energy Drink
hbm:can_redbomb, 'Red Bomb' Energy Drink
hbm:can_mrsugar, 'Dr. Sugar' Soft Drink
hbm:can_overcharge, Overcharge Delirium XT
hbm:can_luna, Black Mesa Luna - Dark Cola
hbm:can_bepis, Bepis
hbm:can_breen, Dr. Breens Private Reserve
hbm:titanium_sword, Titanium Sword
hbm:titanium_pickaxe, Titanium Pickaxe
hbm:titanium_axe, Titanium Axe
hbm:titanium_shovel, Titanium Shovel
hbm:titanium_hoe, Titanium Hoe
hbm:steel_sword, Steel Sword
hbm:steel_pickaxe, Steel Pickaxe
hbm:steel_axe, Steel Axe
hbm:steel_shovel, Steel Shovel
hbm:steel_hoe, Steel Hoe
hbm:alloy_sword, Advanced Alloy Sword
hbm:alloy_pickaxe, Advanced Alloy Pickaxe
hbm:alloy_axe, Advanced Alloy Axe
hbm:alloy_shovel, Advanced Alloy Shovel
hbm:alloy_hoe, Advanced Alloy Hoe
hbm:elec_sword, Stunstick
hbm:elec_pickaxe, Impact Drill
hbm:elec_axe, Electric Chainsaw
hbm:elec_shovel, Spiral Drill
hbm:desh_sword, Worker's Alloy Sword
hbm:desh_pickaxe, Worker's Alloy Pickaxe
hbm:desh_axe, Worker's Alloy Axe
hbm:desh_shovel, Worker's Alloy Shovel
hbm:desh_hoe, Worker's Alloy Hoe
hbm:cobalt_sword, Cobalt Sword
hbm:cobalt_pickaxe, Cobalt Pickaxe
hbm:cobalt_axe, Cobalt Axe
hbm:cobalt_shovel, Cobalt Shovel
hbm:cobalt_hoe, Cobalt Hoe
hbm:centri_stick, Centrifuge on a Stick
hbm:smashing_hammer, Smashing Hammer
hbm:drax, Terra Drill
hbm:drax_mk2, Hardened Terra Drill
hbm:drax_mk3, Schrabidic Terra Drill
hbm:cobalt_decorated_sword, Decorated Cobalt Sword
hbm:cobalt_decorated_pickaxe, Decorated Cobalt Pickaxe
hbm:cobalt_decorated_axe, Decorated Cobalt Axe
hbm:cobalt_decorated_shovel, Decorated Cobalt Shovel
hbm:cobalt_decorated_hoe, Decorated Cobalt Hoe
hbm:starmetal_sword, Starmetal Sword
hbm:starmetal_pickaxe, Starmetal Pickaxe
hbm:starmetal_axe, Starmetal Axe
hbm:starmetal_shovel, Starmetal Shovel
hbm:starmetal_hoe, Starmetal Hoe
hbm:cmb_sword, CMB Steel Sword
hbm:cmb_pickaxe, CMB Steel Pickaxe
hbm:cmb_axe, CMB Steel Axe
hbm:cmb_shovel, CMB Steel Shovel
hbm:cmb_hoe, CMB Steel Hoe
hbm:bismuth_pickaxe, Bismuth Pickaxe
hbm:volcanic_pickaxe, Molten Pickaxe
hbm:chlorophyte_pickaxe, Chlorophyte Pickaxe
hbm:mese_pickaxe, Mese Pickaxe
hbm:schrabidium_hoe, Schrabidium Hoe
hbm:schrabidium_sword, Schrabidium Sword
hbm:schrabidium_pickaxe, Schrabidium Pickaxe
hbm:schrabidium_axe, Schrabidium Axe
hbm:schrabidium_shovel, Schrabidium Shovel
hbm:crowbar, Mk.V Crate Opening Device "Crowbar"
hbm:weapon_saw, Doctor Assisted Homicide
hbm:weapon_bat, Richard's Default
hbm:weapon_bat_nail, The Cliché
hbm:weapon_golf_club, Russian Mobster's Club
hbm:weapon_pipe_rusty, The Attitude Adjuster
hbm:weapon_pipe_lead, The Manual Override
hbm:reer_graar, The Reer Graar
hbm:stopsign, Stop Sign Battle Axe
hbm:sopsign, Sop Sign Battle Axe
hbm:chernobylsign, Chernobyl Warning Sign Battle Axe
hbm:mask_of_infamy, Mask of Infamy
hbm:meteorite_sword, Meteorite Sword
hbm:meteorite_sword_seared, Meteorite Sword (Seared)
hbm:meteorite_sword_reforged, Meteorite Sword (Reforged)
hbm:meteorite_sword_hardened, Meteorite Sword (Hardened)
hbm:meteorite_sword_alloyed, Meteorite Sword (Alloyed)
hbm:meteorite_sword_machined, Meteorite Sword (Machined)
hbm:meteorite_sword_treated, Meteorite Sword (Treated)
hbm:meteorite_sword_etched, Meteorite Sword (Etched)
hbm:meteorite_sword_bred, Meteorite Sword (Bred)
hbm:meteorite_sword_irradiated, §eMeteorite Sword (Irradiated)
hbm:meteorite_sword_fused, §dMeteorite Sword (Fused)
hbm:meteorite_sword_baleful, §aMeteorite Sword (Baleful)
hbm:meteorite_sword_warped, §fMeteorite Sword (Warped)
hbm:meteorite_sword_demonic, §cMeteorite Sword (Demonic)
hbm:template_folder, Machine Template Folder
hbm:bobmazon_materials, Bobmazon: Materials
hbm:bobmazon_machines, Bobmazon: Blocks and Machines
hbm:bobmazon_weapons, Bobmazon: Weapons and Explosives
hbm:bobmazon_tools, Bobmazon: Tools
hbm:bobmazon_hidden, Hidden Catalog
hbm:siren_track:1, Siren Track
hbm:siren_track:2, Siren Track
hbm:siren_track:3, Siren Track
hbm:siren_track:4, Siren Track
hbm:siren_track:5, Siren Track
hbm:siren_track:6, Siren Track
hbm:siren_track:7, Siren Track
hbm:siren_track:8, Siren Track
hbm:siren_track:9, Siren Track
hbm:siren_track:10, Siren Track
hbm:siren_track:11, Siren Track
hbm:siren_track:12, Siren Track
hbm:siren_track:13, Siren Track
hbm:siren_track:14, Siren Track
hbm:siren_track:15, Siren Track
hbm:siren_track:16, Siren Track
hbm:siren_track:17, Siren Track
hbm:siren_track:18, Siren Track
hbm:siren_track:19, Siren Track
hbm:siren_track:20, Siren Track
hbm:chemistry_template:40, Chemistry Template: Oil Reprocessing
hbm:chemistry_template:50, Chemistry Template: Petroil Mixing
hbm:chemistry_template:60, Chemistry Template: Bitumen Cracking
hbm:chemistry_template:70, Chemistry Template: Industrial Oil Cracking
hbm:chemistry_template:80, Chemistry Template: Gas Cracking
hbm:chemistry_template:90, Chemistry Template: Diesel Cracking
hbm:chemistry_template:100, Chemistry Template: Kerosene Cracking
hbm:chemistry_template:110, Chemistry Template: Coal Liquefaction
hbm:chemistry_template:120, Chemistry Template: Enhanced Coal Liquefaction
hbm:chemistry_template:130, Chemistry Template: Advanced Coal Liquefaction
hbm:chemistry_template:140, Chemistry Template: Basic Coal Liquefaction
hbm:chemistry_template:150, Chemistry Template: Naphtha Coal Liquefaction
hbm:chemistry_template:160, Chemistry Template: Crude Oil Solidification
hbm:chemistry_template:170, Chemistry Template: Heavy Oil Solidification
hbm:chemistry_template:180, Chemistry Template: Industrial Oil Solidification
hbm:chemistry_template:190, Chemistry Template: Heating Oil Solidification
hbm:chemistry_template:200, Chemistry Template: Reclaimed Oil Solidification
hbm:chemistry_template:210, Chemistry Template: Petroil Solidification
hbm:chemistry_template:220, Chemistry Template: Lubricant Solidification
hbm:chemistry_template:230, Chemistry Template: Naphtha Solidification
hbm:chemistry_template:240, Chemistry Template: Diesel Solidification
hbm:chemistry_template:250, Chemistry Template: Light Oil Solidification
hbm:chemistry_template:260, Chemistry Template: Kerosene Solidification
hbm:chemistry_template:270, Chemistry Template: Natural Gas Solidification
hbm:chemistry_template:280, Chemistry Template: Petroleum Gas Solidification
hbm:chemistry_template:290, Chemistry Template: Biogas Solidification
hbm:chemistry_template:300, Chemistry Template: Biofuel Solidification
hbm:chemistry_template:310, Chemistry Template: Biogas Production
hbm:chemistry_template:320, Chemistry Template: Biofuel Transesterification
hbm:chemistry_template:330, Chemistry Template: Tar Sand Extraction
hbm:chemistry_template:340, Chemistry Template: Asphalt Production
hbm:chemistry_template:350, Chemistry Template: Gas Shale Lab Fracking
hbm:chemistry_template:360, Chemistry Template: Coolant Mixing
hbm:chemistry_template:370, Chemistry Template: Cryogel Mixing
hbm:chemistry_template:380, Chemistry Template: Desh Production
hbm:chemistry_template:390, Chemistry Template: NITAN Super Fuel Mixing
hbm:chemistry_template:400, Chemistry Template: Hydrogen Peroxide Production
hbm:chemistry_template:410, Chemistry Template: Sulfuric Acid Production
hbm:chemistry_template:420, Chemistry Template: Nitric Acid Production
hbm:chemistry_template:430, Chemistry Template: Organic Solvent Mixing
hbm:chemistry_template:440, Chemistry Template: High-Performance Solvent Mixing
hbm:chemistry_template:450, Chemistry Template: Overclocked Circuit Production
hbm:chemistry_template:460, Chemistry Template: High Performance Circuit Production
hbm:chemistry_template:470, Chemistry Template: Polymer Synthesis
hbm:chemistry_template:480, Chemistry Template: Bakelite Production
hbm:chemistry_template:490, Chemistry Template: Rubber Production
hbm:chemistry_template:500, Chemistry Template: Dynamite Synthesis
hbm:chemistry_template:510, Chemistry Template: TNT Synthesis
hbm:chemistry_template:520, Chemistry Template: C-4 Synthesis
hbm:chemistry_template:530, Chemistry Template: Heavy Water Cryo-Electrolysis
hbm:chemistry_template:540, Chemistry Template: Deuterium Extraction
hbm:chemistry_template:550, Chemistry Template: Water Boiling
hbm:chemistry_template:560, Chemistry Template: Biomass Photosynthesis
hbm:chemistry_template:570, Chemistry Template: Yellowcake Production
hbm:chemistry_template:580, Chemistry Template: Uranium Hexafluoride Production
hbm:chemistry_template:590, Chemistry Template: Plutonium Hexafluoride Production
hbm:chemistry_template:600, Chemistry Template: Schrabidium Trisulfide Production
hbm:chemistry_template:610, Chemistry Template: Schrabidium Dynosynthesis
hbm:chemistry_template:620, Chemistry Template: Neoveline Dynosynthesis
hbm:chemistry_template:630, Chemistry Template: Euphemium Dynosynthesis
hbm:chemistry_template:640, Chemistry Template: Dineutronium Dynosynthesis
hbm:chemistry_template:650, Chemistry Template: Electronium Dynosynthesis
hbm:chemistry_template:660, Chemistry Template: Cordite Production
hbm:chemistry_template:670, Chemistry Template: Kevlar Compound Production
hbm:chemistry_template:680, Chemistry Template: Concrete Production
hbm:chemistry_template:690, Chemistry Template: Asbestos Concrete Production
hbm:chemistry_template:700, Chemistry Template: Ducretisation
hbm:chemistry_template:710, Chemistry Template: Solid Rocket Fuel Production
hbm:chemistry_template:720, Chemistry Template: Cryo-Electrolysis
hbm:chemistry_template:730, Chemistry Template: Linde Xenon Cycle
hbm:chemistry_template:740, Chemistry Template: Boosted Linde Xenon Cycle
hbm:chemistry_template:750, Chemistry Template: Saturnite Production
hbm:chemistry_template:760, Chemistry Template: Balefire Rocket Fuel Mixing
hbm:chemistry_template:770, Chemistry Template: Schrabidic Acid Mixing
hbm:chemistry_template:780, Chemistry Template: Ferric Schrabidate Production
hbm:chemistry_template:790, Chemistry Template: Coltan Purifying
hbm:chemistry_template:800, Chemistry Template: Pandemonium(III)tantalite Production
hbm:chemistry_template:810, Chemistry Template: Tantalium Crystallizing
hbm:chemistry_template:820, Chemistry Template: Arsenic Extraction
hbm:chemistry_template:830, Chemistry Template: Liquid Nuclear Waste Vitrification
hbm:chemistry_template:840, Chemistry Template: Gaseous Nuclear Waste Vitrification
hbm:chemistry_template:850, Chemistry Template: TEL Mixing
hbm:chemistry_template:860, Chemistry Template: Gasoline Production
hbm:chemistry_template:870, Chemistry Template: Fracking Solution Production
hbm:chemistry_template:880, Chemistry Template: Osmiridic Solution Production
hbm:chemistry_icon:40, Chemistry Template: chem.null
hbm:chemistry_icon:50, Chemistry Template: chem.null
hbm:chemistry_icon:60, Chemistry Template: chem.null
hbm:chemistry_icon:70, Chemistry Template: chem.null
hbm:chemistry_icon:80, Chemistry Template: chem.null
hbm:chemistry_icon:90, Chemistry Template: chem.null
hbm:chemistry_icon:100, Chemistry Template: chem.null
hbm:chemistry_icon:110, Chemistry Template: chem.null
hbm:chemistry_icon:120, Chemistry Template: chem.null
hbm:chemistry_icon:130, Chemistry Template: chem.null
hbm:chemistry_icon:140, Chemistry Template: chem.null
hbm:chemistry_icon:150, Chemistry Template: chem.null
hbm:chemistry_icon:160, Chemistry Template: chem.null
hbm:chemistry_icon:170, Chemistry Template: chem.null
hbm:chemistry_icon:180, Chemistry Template: chem.null
hbm:chemistry_icon:190, Chemistry Template: chem.null
hbm:chemistry_icon:200, Chemistry Template: chem.null
hbm:chemistry_icon:210, Chemistry Template: chem.null
hbm:chemistry_icon:220, Chemistry Template: chem.null
hbm:chemistry_icon:230, Chemistry Template: chem.null
hbm:chemistry_icon:240, Chemistry Template: chem.null
hbm:chemistry_icon:250, Chemistry Template: chem.null
hbm:chemistry_icon:260, Chemistry Template: chem.null
hbm:chemistry_icon:270, Chemistry Template: chem.null
hbm:chemistry_icon:280, Chemistry Template: chem.null
hbm:chemistry_icon:290, Chemistry Template: chem.null
hbm:chemistry_icon:300, Chemistry Template: chem.null
hbm:chemistry_icon:310, Chemistry Template: chem.null
hbm:chemistry_icon:320, Chemistry Template: chem.null
hbm:chemistry_icon:330, Chemistry Template: chem.null
hbm:chemistry_icon:340, Chemistry Template: chem.null
hbm:chemistry_icon:350, Chemistry Template: chem.null
hbm:chemistry_icon:360, Chemistry Template: chem.null
hbm:chemistry_icon:370, Chemistry Template: chem.null
hbm:chemistry_icon:380, Chemistry Template: chem.null
hbm:chemistry_icon:390, Chemistry Template: chem.null
hbm:chemistry_icon:400, Chemistry Template: chem.null
hbm:chemistry_icon:410, Chemistry Template: chem.null
hbm:chemistry_icon:420, Chemistry Template: chem.null
hbm:chemistry_icon:430, Chemistry Template: chem.null
hbm:chemistry_icon:440, Chemistry Template: chem.null
hbm:chemistry_icon:450, Chemistry Template: chem.null
hbm:chemistry_icon:460, Chemistry Template: chem.null
